UF,Nome_UF,Mesorregião Geográfica,Nome_Mesorregião,Microrregião Geográfica,Nome_Microrregião,Município,Código Município Completo,Nome_Município
52,Goiás,04,Leste Goiano,011,Vão do Paranã,12709,5212709,Mambaí
41,Paraná,02,Centro Ocidental Paranaense,005,Campo Mourão,14005,4114005,Mamborê
31,Minas Gerais,02,Norte de Minas,004,Janaúba,39250,3139250,Mamonas
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,11734,4311734,Mampituba
13,Amazonas,03,Centro Amazonense,007,Manaus,02504,1302504,Manacapuru
25,Paraíba,01,Sertão Paraibano,007,Serra do Teixeira,09008,2509008,Manaíra
13,Amazonas,03,Centro Amazonense,007,Manaus,02553,1302553,Manaquiri
26,Pernambuco,01,Sertão Pernambucano,004,Sertão do Moxotó,09154,2609154,Manari
13,Amazonas,03,Centro Amazonense,007,Manaus,02603,1302603,Manaus
12,Acre,01,Vale do Juruá,001,Cruzeiro do Sul,00336,1200336,Mâncio Lima
41,Paraná,03,Norte Central Paranaense,006,Astorga,14104,4114104,Mandaguaçu
41,Paraná,03,Norte Central Paranaense,009,Maringá,14203,4114203,Mandaguari
41,Paraná,10,Metropolitana de Curitiba,037,Curitiba,14302,4114302,Mandirituba
35,São Paulo,10,Assis,040,Ourinhos,28601,3528601,Manduri
41,Paraná,07,Sudoeste Paranaense,026,Francisco Beltrão,14351,4114351,Manfrinópolis
31,Minas Gerais,02,Norte de Minas,003,Januária,39300,3139300,Manga
33,Rio de Janeiro,06,Metropolitana do Rio de Janeiro,017,Itaguaí,02601,3302601,Mangaratiba
41,Paraná,08,Centro-Sul Paranaense,030,Palmas,14401,4114401,Mangueirinha
31,Minas Gerais,12,Zona da Mata,061,Manhuaçu,39409,3139409,Manhuaçu
31,Minas Gerais,12,Zona da Mata,061,Manhuaçu,39508,3139508,Manhumirim
13,Amazonas,04,Sul Amazonense,013,Madeira,02702,1302702,Manicoré
22,Piauí,03,Sudoeste Piauiense,008,Bertolínia,05904,2205904,Manoel Emídio
41,Paraná,03,Norte Central Paranaense,013,Ivaiporã,14500,4114500,Manoel Ribas
12,Acre,02,Vale do Acre,003,Sena Madureira,00344,1200344,Manoel Urbano
43,Rio Grande do Sul,06,Sudoeste Rio-grandense,029,Campanha Ocidental,11759,4311759,Manoel Viana
29,Bahia,06,Centro Sul Baiano,028,Vitória da Conquista,20403,2920403,Manoel Vitorino
29,Bahia,01,Extremo Oeste Baiano,002,Cotegipe,20452,2920452,Mansidão
31,Minas Gerais,08,Vale do Rio Doce,038,Mantena,39607,3139607,Mantena
32,Espírito Santo,01,Noroeste Espírito-santense,001,Barra de São Francisco,03304,3203304,Mantenópolis
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,11775,4311775,Maquiné
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,39805,3139805,Mar de Espanha
27,Alagoas,02,Agreste Alagoano,005,Palmeira dos Índios,04906,2704906,Mar Vermelho
52,Goiás,02,Norte Goiano,004,Porangatu,12808,5212808,Mara Rosa
13,Amazonas,01,Norte Amazonense,002,Japurá,02801,1302801,Maraã
15,Pará,06,Sudeste Paraense,020,Marabá,04208,1504208,Marabá
35,São Paulo,08,Presidente Prudente,036,Presidente Prudente,28700,3528700,Marabá Paulista
21,Maranhão,02,Oeste Maranhense,007,Gurupi,06326,2106326,Maracaçumé
35,São Paulo,10,Assis,039,Assis,28809,3528809,Maracaí
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,10407,4210407,Maracajá
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,05400,5005400,Maracaju
15,Pará,04,Nordeste Paraense,009,Salgado,04307,1504307,Maracanã
23,Ceará,03,Metropolitana de Fortaleza,016,Fortaleza,07650,2307650,Maracanaú
29,Bahia,06,Centro Sul Baiano,024,Jequié,20502,2920502,Maracás
27,Alagoas,03,Leste Alagoano,010,Litoral Norte Alagoano,04500,2704500,Maragogi
29,Bahia,05,Metropolitana de Salvador,020,Santo Antônio de Jesus,20601,2920601,Maragogipe
26,Pernambuco,04,Mata Pernambucana,015,Mata Meridional Pernambucana,09204,2609204,Maraial
21,Maranhão,02,Oeste Maranhense,008,Pindaré,06359,2106359,Marajá do Sena
23,Ceará,03,Metropolitana de Fortaleza,016,Fortaleza,07700,2307700,Maranguape
21,Maranhão,02,Oeste Maranhense,007,Gurupi,06375,2106375,Maranhãozinho
15,Pará,04,Nordeste Paraense,009,Salgado,04406,1504406,Marapanim
35,São Paulo,01,São José do Rio Preto,008,Novo Horizonte,28858,3528858,Marapoama
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,11791,4311791,Maratá
32,Espírito Santo,04,Sul Espírito-santense,013,Itapemirim,03320,3203320,Marataízes
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,11809,4311809,Marau
29,Bahia,07,Sul Baiano,030,Valença,20700,2920700,Maraú
27,Alagoas,01,Sertão Alagoano,003,Santana do Ipanema,04609,2704609,Maravilha
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,10506,4210506,Maravilha
31,Minas Gerais,07,Metropolitana de Belo Horizonte,027,Sete Lagoas,39706,3139706,Maravilhas
25,Paraíba,04,Mata Paraibana,020,Litoral Norte,09057,2509057,Marcação
51,Mato Grosso,01,Norte Mato-grossense,007,Sinop,05580,5105580,Marcelândia
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,11908,4311908,Marcelino Ramos
24,Rio Grande do Norte,01,Oeste Potiguar,006,Pau dos Ferros,07302,2407302,Marcelino Vieira
29,Bahia,06,Centro Sul Baiano,024,Jequié,20809,2920809,Marcionílio Souza
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,07809,2307809,Marco
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,05953,2205953,Marcolândia
22,Piauí,03,Sudoeste Piauiense,008,Bertolínia,06001,2206001,Marcos Parente
41,Paraná,06,Oeste Paranaense,022,Toledo,14609,4114609,Marechal Cândido Rondon
27,Alagoas,03,Leste Alagoano,011,Maceió,04708,2704708,Marechal Deodoro
32,Espírito Santo,03,Central Espírito-santense,007,Afonso Cláudio,03346,3203346,Marechal Floriano
12,Acre,01,Vale do Juruá,001,Cruzeiro do Sul,00351,1200351,Marechal Thaumaturgo
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,10555,4210555,Marema
25,Paraíba,04,Mata Paraibana,021,Sapé,09107,2509107,Mari
31,Minas Gerais,10,Sul/Sudoeste de Minas,056,Itajubá,39904,3139904,Maria da Fé
41,Paraná,01,Noroeste Paranaense,002,Umuarama,14708,4114708,Maria Helena
41,Paraná,03,Norte Central Paranaense,009,Maringá,14807,4114807,Marialva
31,Minas Gerais,07,Metropolitana de Belo Horizonte,033,Ouro Preto,40001,3140001,Mariana
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,11981,4311981,Mariana Pimentel
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,12005,4312005,Mariano Moro
17,Tocantins,01,Ocidental do Tocantins,003,Miracema do Tocantins,12504,1712504,Marianópolis do Tocantins
35,São Paulo,08,Presidente Prudente,035,Adamantina,28908,3528908,Mariápolis
27,Alagoas,02,Agreste Alagoano,005,Palmeira dos Índios,04807,2704807,Maribondo
33,Rio de Janeiro,06,Metropolitana do Rio de Janeiro,018,Rio de Janeiro,02700,3302700,Maricá
31,Minas Gerais,08,Vale do Rio Doce,037,Governador Valadares,40100,3140100,Marilac
32,Espírito Santo,01,Noroeste Espírito-santense,003,Colatina,03353,3203353,Marilândia
41,Paraná,03,Norte Central Paranaense,010,Apucarana,14906,4114906,Marilândia do Sul
41,Paraná,01,Noroeste Paranaense,001,Paranavaí,15002,4115002,Marilena
35,São Paulo,09,Marília,038,Marília,29005,3529005,Marília
41,Paraná,01,Noroeste Paranaense,002,Umuarama,15101,4115101,Mariluz
41,Paraná,03,Norte Central Paranaense,009,Maringá,15200,4115200,Maringá
35,São Paulo,01,São José do Rio Preto,001,Jales,29104,3529104,Marinópolis
31,Minas Gerais,07,Metropolitana de Belo Horizonte,030,Belo Horizonte,40159,3140159,Mário Campos
41,Paraná,07,Sudoeste Paranaense,027,Pato Branco,15309,4115309,Mariópolis
41,Paraná,06,Oeste Paranaense,022,Toledo,15358,4115358,Maripá
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,40209,3140209,Maripá de Minas
15,Pará,03,Metropolitana de Belém,007,Belém,04422,1504422,Marituba
25,Paraíba,01,Sertão Paraibano,003,Sousa,09156,2509156,Marizópolis
31,Minas Gerais,08,Vale do Rio Doce,039,Ipatinga,40308,3140308,Marliéria
41,Paraná,07,Sudoeste Paranaense,026,Francisco Beltrão,15408,4115408,Marmeleiro
31,Minas Gerais,10,Sul/Sudoeste de Minas,056,Itajubá,40407,3140407,Marmelópolis
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,12054,4312054,Marques de Souza
41,Paraná,08,Centro-Sul Paranaense,029,Guarapuava,15457,4115457,Marquinho
31,Minas Gerais,06,Central Mineira,026,Bom Despacho,40506,3140506,Martinho Campos
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,07908,2307908,Martinópole
35,São Paulo,08,Presidente Prudente,036,Presidente Prudente,29203,3529203,Martinópolis
24,Rio Grande do Norte,01,Oeste Potiguar,007,Umarizal,07401,2407401,Martins
31,Minas Gerais,12,Zona da Mata,061,Manhuaçu,40530,3140530,Martins Soares
28,Sergipe,03,Leste Sergipano,010,Baixo Cotinguiba,04003,2804003,Maruim
41,Paraná,03,Norte Central Paranaense,012,Faxinal,15507,4115507,Marumbi
52,Goiás,05,Sul Goiano,015,Meia Ponte,12907,5212907,Marzagão
29,Bahia,07,Sul Baiano,031,Ilhéus-Itabuna,20908,2920908,Mascote
23,Ceará,01,Noroeste Cearense,005,Sobral,08005,2308005,Massapê
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,06050,2206050,Massapê do Piauí
25,Paraíba,03,Agreste Paraibano,017,Campina Grande,09206,2509206,Massaranduba
42,Santa Catarina,02,Norte Catarinense,008,Joinville,10605,4210605,Massaranduba
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,018,Santa Maria,12104,4312104,Mata
29,Bahia,05,Metropolitana de Salvador,019,Catu,21005,2921005,Mata de São João
27,Alagoas,01,Sertão Alagoano,001,Serrana do Sertão Alagoano,05002,2705002,Mata Grande
21,Maranhão,04,Leste Maranhense,014,Chapadinha,06409,2106409,Mata Roma
31,Minas Gerais,03,Jequitinhonha,014,Almenara,40555,3140555,Mata Verde
35,São Paulo,05,Araraquara,024,Araraquara,29302,3529302,Matão
25,Paraíba,04,Mata Paraibana,020,Litoral Norte,09305,2509305,Mataraca
17,Tocantins,02,Oriental do Tocantins,007,Jalapão,12702,1712702,Mateiros
41,Paraná,06,Oeste Paranaense,024,Foz do Iguaçu,15606,4115606,Matelândia
31,Minas Gerais,08,Vale do Rio Doce,035,Guanhães,40605,3140605,Materlândia
31,Minas Gerais,07,Metropolitana de Belo Horizonte,030,Belo Horizonte,40704,3140704,Mateus Leme
31,Minas Gerais,08,Vale do Rio Doce,037,Governador Valadares,71501,3171501,Mathias Lobato
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,40803,3140803,Matias Barbosa
31,Minas Gerais,02,Norte de Minas,003,Januária,40852,3140852,Matias Cardoso
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,06100,2206100,Matias Olímpio
29,Bahia,06,Centro Sul Baiano,026,Guanambi,21054,2921054,Matina
21,Maranhão,01,Norte Maranhense,005,Baixada Maranhense,06508,2106508,Matinha
25,Paraíba,03,Agreste Paraibano,015,Brejo Paraibano,09339,2509339,Matinhas
41,Paraná,10,Metropolitana de Curitiba,038,Paranaguá,15705,4115705,Matinhos
31,Minas Gerais,12,Zona da Mata,061,Manhuaçu,40902,3140902,Matipó
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,12138,4312138,Mato Castelhano
25,Paraíba,01,Sertão Paraibano,001,Catolé do Rocha,09370,2509370,Mato Grosso
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,12153,4312153,Mato Leitão
43,Rio Grande do Sul,01,Noroeste Rio-grandense,006,Cerro Largo,12179,4312179,Mato Queimado
41,Paraná,08,Centro-Sul Paranaense,028,Pitanga,15739,4115739,Mato Rico
31,Minas Gerais,02,Norte de Minas,004,Janaúba,41009,3141009,Mato Verde
21,Maranhão,04,Leste Maranhense,017,Caxias,06607,2106607,Matões
21,Maranhão,01,Norte Maranhense,006,Itapecuru Mirim,06631,2106631,Matões do Norte
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,10704,4210704,Matos Costa
31,Minas Gerais,07,Metropolitana de Belo Horizonte,027,Sete Lagoas,41108,3141108,Matozinhos
52,Goiás,01,Noroeste Goiano,002,Rio Vermelho,12956,5212956,Matrinchã
27,Alagoas,03,Leste Alagoano,009,Mata Alagoana,05101,2705101,Matriz de Camaragibe
51,Mato Grosso,01,Norte Mato-grossense,003,Colíder,05606,5105606,Matupá
25,Paraíba,01,Sertão Paraibano,007,Serra do Teixeira,09396,2509396,Maturéia
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,020,Patos de Minas,41207,3141207,Matutina
35,São Paulo,15,Metropolitana de São Paulo,061,São Paulo,29401,3529401,Mauá
41,Paraná,03,Norte Central Paranaense,010,Apucarana,15754,4115754,Mauá da Serra
13,Amazonas,03,Centro Amazonense,010,Parintins,02900,1302900,Maués
52,Goiás,05,Sul Goiano,013,Sudoeste de Goiás,13004,5213004,Maurilândia
17,Tocantins,01,Ocidental do Tocantins,001,Bico do Papagaio,12801,1712801,Maurilândia do Tocantins
23,Ceará,07,Sul Cearense,031,Barro,08104,2308104,Mauriti
24,Rio Grande do Norte,04,Leste Potiguar,016,Litoral Nordeste,07500,2407500,Maxaranguape
43,Rio Grande do Sul,01,Noroeste Rio-grandense,005,Sananduva,12203,4312203,Maximiliano de Almeida
16,Amapá,02,Sul do Amapá,004,Mazagão,00402,1600402,Mazagão
31,Minas Gerais,09,Oeste de Minas,042,Piuí,41306,3141306,Medeiros
29,Bahia,07,Sul Baiano,032,Porto Seguro,21104,2921104,Medeiros Neto
41,Paraná,06,Oeste Paranaense,024,Foz do Iguaçu,15804,4115804,Medianeira
15,Pará,05,Sudoeste Paraense,015,Altamira,04455,1504455,Medicilândia
31,Minas Gerais,03,Jequitinhonha,013,Pedra Azul,41405,3141405,Medina
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,10803,4210803,Meleiro
15,Pará,02,Marajó,004,Portel,04505,1504505,Melgaço
33,Rio de Janeiro,06,Metropolitana do Rio de Janeiro,014,Vassouras,02809,3302809,Mendes
31,Minas Gerais,08,Vale do Rio Doce,038,Mantena,41504,3141504,Mendes Pimentel
35,São Paulo,01,São José do Rio Preto,004,São José do Rio Preto,29500,3529500,Mendonça
41,Paraná,06,Oeste Paranaense,022,Toledo,15853,4115853,Mercedes
31,Minas Gerais,12,Zona da Mata,064,Ubá,41603,3141603,Mercês
35,São Paulo,01,São José do Rio Preto,002,Fernandópolis,29609,3529609,Meridiano
23,Ceará,01,Noroeste Cearense,004,Meruoca,08203,2308203,Meruoca
35,São Paulo,01,São José do Rio Preto,001,Jales,29658,3529658,Mesópolis
31,Minas Gerais,08,Vale do Rio Doce,039,Ipatinga,41702,3141702,Mesquita
33,Rio de Janeiro,06,Metropolitana do Rio de Janeiro,018,Rio de Janeiro,02858,3302858,Mesquita
27,Alagoas,03,Leste Alagoano,009,Mata Alagoana,05200,2705200,Messias
24,Rio Grande do Norte,01,Oeste Potiguar,003,Médio Oeste,07609,2407609,Messias Targino
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,06209,2206209,Miguel Alves
29,Bahia,03,Centro Norte Baiano,010,Jacobina,21203,2921203,Miguel Calmon
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,06308,2206308,Miguel Leão
33,Rio de Janeiro,06,Metropolitana do Rio de Janeiro,014,Vassouras,02908,3302908,Miguel Pereira
35,São Paulo,02,Ribeirão Preto,010,São Joaquim da Barra,29708,3529708,Miguelópolis
23,Ceará,07,Sul Cearense,033,Brejo Santo,08302,2308302,Milagres
29,Bahia,06,Centro Sul Baiano,024,Jequié,21302,2921302,Milagres
21,Maranhão,04,Leste Maranhense,014,Chapadinha,06672,2106672,Milagres do Maranhão
23,Ceará,04,Sertões Cearenses,021,Sertão de Senador Pompeu,08351,2308351,Milhã
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,06357,2206357,Milton Brandão
52,Goiás,04,Leste Goiano,012,Entorno de Brasília,13053,5213053,Mimoso de Goiás
32,Espírito Santo,04,Sul Espírito-santense,012,Cachoeiro de Itapemirim,03403,3203403,Mimoso do Sul
52,Goiás,02,Norte Goiano,004,Porangatu,13087,5213087,Minaçu
27,Alagoas,02,Agreste Alagoano,005,Palmeira dos Índios,05309,2705309,Minador do Negrão
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,025,São Jerônimo,12252,4312252,Minas do Leão
31,Minas Gerais,03,Jequitinhonha,011,Capelinha,41801,3141801,Minas Novas
31,Minas Gerais,10,Sul/Sudoeste de Minas,055,Andrelândia,41900,3141900,Minduri
52,Goiás,05,Sul Goiano,013,Sudoeste de Goiás,13103,5213103,Mineiros
35,São Paulo,04,Bauru,021,Jaú,29807,3529807,Mineiros do Tietê
11,Rondônia,02,Leste Rondoniense,006,Cacoal,01203,1101203,Ministro Andreazza
35,São Paulo,01,São José do Rio Preto,002,Fernandópolis,30003,3530003,Mira Estrela
31,Minas Gerais,02,Norte de Minas,007,Montes Claros,42007,3142007,Mirabela
35,São Paulo,14,Litoral Sul Paulista,055,Registro,29906,3529906,Miracatu
33,Rio de Janeiro,01,Noroeste Fluminense,002,Santo Antônio de Pádua,03005,3303005,Miracema
17,Tocantins,01,Ocidental do Tocantins,003,Miracema do Tocantins,13205,1713205,Miracema do Tocantins
21,Maranhão,04,Leste Maranhense,018,Chapadas do Alto Itapecuru,06706,2106706,Mirador
41,Paraná,01,Noroeste Paranaense,001,Paranavaí,15903,4115903,Mirador
31,Minas Gerais,12,Zona da Mata,063,Muriaé,42106,3142106,Miradouro
43,Rio Grande do Sul,01,Noroeste Rio-grandense,002,Três Passos,12302,4312302,Miraguaí
31,Minas Gerais,12,Zona da Mata,063,Muriaé,42205,3142205,Miraí
23,Ceará,01,Noroeste Cearense,005,Sobral,08377,2308377,Miraíma
50,Mato Grosso do Sul,01,Pantanais Sul Mato-grossense,002,Aquidauana,05608,5005608,Miranda
21,Maranhão,01,Norte Maranhense,006,Itapecuru Mirim,06755,2106755,Miranda do Norte
26,Pernambuco,01,Sertão Pernambucano,002,Salgueiro,09303,2609303,Mirandiba
35,São Paulo,03,Araçatuba,016,Andradina,30102,3530102,Mirandópolis
29,Bahia,03,Centro Norte Baiano,010,Jacobina,21401,2921401,Mirangaba
17,Tocantins,01,Ocidental do Tocantins,003,Miracema do Tocantins,13304,1713304,Miranorte
29,Bahia,06,Centro Sul Baiano,028,Vitória da Conquista,21450,2921450,Mirante
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,01302,1101302,Mirante da Serra
35,São Paulo,08,Presidente Prudente,036,Presidente Prudente,30201,3530201,Mirante do Paranapanema
41,Paraná,03,Norte Central Paranaense,007,Porecatu,16000,4116000,Miraselva
35,São Paulo,01,São José do Rio Preto,004,São José do Rio Preto,30300,3530300,Mirassol
51,Mato Grosso,03,Sudoeste Mato-grossense,014,Jauru,05622,5105622,Mirassol d'Oeste
35,São Paulo,01,São José do Rio Preto,004,São José do Rio Preto,30409,3530409,Mirassolândia
31,Minas Gerais,02,Norte de Minas,003,Januária,42254,3142254,Miravânia
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,10852,4210852,Mirim Doce
21,Maranhão,01,Norte Maranhense,001,Litoral Ocidental Maranhense,06805,2106805,Mirinzal
41,Paraná,06,Oeste Paranaense,024,Foz do Iguaçu,16059,4116059,Missal
23,Ceará,07,Sul Cearense,032,Cariri,08401,2308401,Missão Velha
15,Pará,04,Nordeste Paraense,011,Cametá,04604,1504604,Mocajuba
35,São Paulo,07,Campinas,030,São João da Boa Vista,30508,3530508,Mococa
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,10902,4210902,Modelo
31,Minas Gerais,07,Metropolitana de Belo Horizonte,032,Itaguara,42304,3142304,Moeda
31,Minas Gerais,06,Central Mineira,026,Bom Despacho,42403,3142403,Moema
25,Paraíba,03,Agreste Paraibano,018,Itabaiana,09404,2509404,Mogeiro
35,São Paulo,15,Metropolitana de São Paulo,062,Mogi das Cruzes,30607,3530607,Mogi das Cruzes
35,São Paulo,07,Campinas,031,Mogi Mirim,30706,3530706,Mogi Guaçu
35,São Paulo,07,Campinas,031,Mogi Mirim,30805,3530805,Mogi Mirim
52,Goiás,03,Centro Goiano,008,Iporá,13400,5213400,Moiporá
28,Sergipe,02,Agreste Sergipano,004,Agreste de Itabaiana,04102,2804102,Moita Bonita
15,Pará,04,Nordeste Paraense,012,Tomé-Açu,04703,1504703,Moju
15,Pará,01,Baixo Amazonas,002,Santarém,04752,1504752,Mojuí dos Campos
23,Ceará,04,Sertões Cearenses,021,Sertão de Senador Pompeu,08500,2308500,Mombaça
35,São Paulo,06,Piracicaba,028,Piracicaba,30904,3530904,Mombuca
21,Maranhão,01,Norte Maranhense,005,Baixada Maranhense,06904,2106904,Monção
35,São Paulo,01,São José do Rio Preto,007,Nhandeara,31001,3531001,Monções
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,11009,4211009,Mondaí
35,São Paulo,14,Litoral Sul Paulista,056,Itanhaém,31100,3531100,Mongaguá
31,Minas Gerais,06,Central Mineira,025,Curvelo,42502,3142502,Monjolos
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,06407,2206407,Monsenhor Gil
22,Piauí,04,Sudeste Piauiense,014,Pio IX,06506,2206506,Monsenhor Hipólito
31,Minas Gerais,10,Sul/Sudoeste de Minas,050,Varginha,42601,3142601,Monsenhor Paulo
23,Ceará,04,Sertões Cearenses,018,Sertão de Cratéus,08609,2308609,Monsenhor Tabosa
25,Paraíba,03,Agreste Paraibano,014,Esperança,09503,2509503,Montadas
31,Minas Gerais,02,Norte de Minas,003,Januária,42700,3142700,Montalvânia
32,Espírito Santo,02,Litoral Norte Espírito-santense,004,Montanha,03502,3203502,Montanha
24,Rio Grande do Norte,04,Leste Potiguar,019,Litoral Sul,07708,2407708,Montanhas
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,12351,4312351,Montauri
15,Pará,01,Baixo Amazonas,002,Santarém,04802,1504802,Monte Alegre
24,Rio Grande do Norte,03,Agreste Potiguar,015,Agreste Potiguar,07807,2407807,Monte Alegre
52,Goiás,02,Norte Goiano,005,Chapada dos Veadeiros,13509,5213509,Monte Alegre de Goiás
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,018,Uberlândia,42809,3142809,Monte Alegre de Minas
28,Sergipe,01,Sertão Sergipano,001,Sergipana do Sertão do São Francisco,04201,2804201,Monte Alegre de Sergipe
22,Piauí,03,Sudoeste Piauiense,010,Alto Médio Gurguéia,06605,2206605,Monte Alegre do Piauí
35,São Paulo,07,Campinas,033,Amparo,31209,3531209,Monte Alegre do Sul
43,Rio Grande do Sul,02,Nordeste Rio-grandense,015,Vacaria,12377,4312377,Monte Alegre dos Campos
35,São Paulo,02,Ribeirão Preto,013,Jaboticabal,31308,3531308,Monte Alto
35,São Paulo,01,São José do Rio Preto,007,Nhandeara,31407,3531407,Monte Aprazível
31,Minas Gerais,02,Norte de Minas,004,Janaúba,42908,3142908,Monte Azul
35,São Paulo,02,Ribeirão Preto,013,Jaboticabal,31506,3531506,Monte Azul Paulista
31,Minas Gerais,10,Sul/Sudoeste de Minas,048,São Sebastião do Paraíso,43005,3143005,Monte Belo
43,Rio Grande do Sul,02,Nordeste Rio-grandense,016,Caxias do Sul,12385,4312385,Monte Belo do Sul
42,Santa Catarina,03,Serrana,009,Curitibanos,11058,4211058,Monte Carlo
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,019,Patrocínio,43104,3143104,Monte Carmelo
35,São Paulo,08,Presidente Prudente,034,Dracena,31605,3531605,Monte Castelo
42,Santa Catarina,02,Norte Catarinense,006,Canoinhas,11108,4211108,Monte Castelo
24,Rio Grande do Norte,03,Agreste Potiguar,014,Borborema Potiguar,07906,2407906,Monte das Gameleiras
17,Tocantins,02,Oriental do Tocantins,006,Porto Nacional,13601,1713601,Monte do Carmo
31,Minas Gerais,03,Jequitinhonha,014,Almenara,43153,3143153,Monte Formoso
25,Paraíba,01,Sertão Paraibano,002,Cajazeiras,09602,2509602,Monte Horebe
35,São Paulo,07,Campinas,032,Campinas,31803,3531803,Monte Mor
11,Rondônia,02,Leste Rondoniense,003,Ariquemes,01401,1101401,Monte Negro
29,Bahia,04,Nordeste Baiano,014,Euclides da Cunha,21500,2921500,Monte Santo
31,Minas Gerais,10,Sul/Sudoeste de Minas,048,São Sebastião do Paraíso,43203,3143203,Monte Santo de Minas
17,Tocantins,01,Ocidental do Tocantins,003,Miracema do Tocantins,13700,1713700,Monte Santo do Tocantins
31,Minas Gerais,10,Sul/Sudoeste de Minas,051,Poços de Caldas,43401,3143401,Monte Sião
25,Paraíba,02,Borborema,010,Cariri Ocidental,09701,2509701,Monteiro
35,São Paulo,13,Vale do Paraíba Paulista,049,Campos do Jordão,31704,3531704,Monteiro Lobato
27,Alagoas,01,Sertão Alagoano,004,Batalha,05408,2705408,Monteirópolis
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,12401,4312401,Montenegro
21,Maranhão,02,Oeste Maranhense,009,Imperatriz,07001,2107001,Montes Altos
31,Minas Gerais,02,Norte de Minas,007,Montes Claros,43302,3143302,Montes Claros
52,Goiás,01,Noroeste Goiano,003,Aragarças,13707,5213707,Montes Claros de Goiás
31,Minas Gerais,02,Norte de Minas,005,Salinas,43450,3143450,Montezuma
52,Goiás,05,Sul Goiano,013,Sudoeste de Goiás,13756,5213756,Montividiu
52,Goiás,02,Norte Goiano,004,Porangatu,13772,5213772,Montividiu do Norte
23,Ceará,05,Jaguaribe,023,Baixo Jaguaribe,08708,2308708,Morada Nova
31,Minas Gerais,06,Central Mineira,024,Três Marias,43500,3143500,Morada Nova de Minas
23,Ceará,01,Noroeste Cearense,003,Coreaú,08807,2308807,Moraújo
26,Pernambuco,01,Sertão Pernambucano,001,Araripina,14303,2614303,Moreilândia
41,Paraná,02,Centro Ocidental Paranaense,004,Goioerê,16109,4116109,Moreira Sales
26,Pernambuco,05,Metropolitana de Recife,017,Recife,09402,2609402,Moreno
43,Rio Grande do Sul,01,Noroeste Rio-grandense,013,Soledade,12427,4312427,Mormaço
29,Bahia,02,Vale São-Franciscano da Bahia,006,Barra,21609,2921609,Morpará
41,Paraná,10,Metropolitana de Curitiba,038,Paranaguá,16208,4116208,Morretes
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,08906,2308906,Morrinhos
52,Goiás,05,Sul Goiano,015,Meia Ponte,13806,5213806,Morrinhos
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,12443,4312443,Morrinhos do Sul
35,São Paulo,02,Ribeirão Preto,010,São Joaquim da Barra,31902,3531902,Morro Agudo
52,Goiás,03,Centro Goiano,006,Ceres,13855,5213855,Morro Agudo de Goiás
